checklist_id,aet,pdsi,pet,pr,soil,tmmn,tmmx,vpd,def,Npp,slope,tpi,chili,species,time_observations_started,duration_minutes,effort_radius_m,species_observed,lon,lat
S91964843,1107.9865530303027,155.38977272727269,1330.298674242424,111.75681818181815,652.0236742424241,151.65738636363633,276.5325757575757,100.1179924242424,222.31212121212138,7003.948863636361,5.651530703679835,-8.521272806427355,188.9466830272323,blbw,9.33333333333333,115,250,FALSE,-77.6302751,40.8299249
S30374127,1110.909090909091,57.27272727272727,1377.060606060606,102.6969696969697,600.4545454545455,158.93939393939394,287.5151515151515,103.84848484848484,266.151515151515,6255.409982174688,5.2564271565071214,6.711263073209975,194.4318702981051,blbw,8,10,250,FALSE,-81.5933575,39.8076933
S70545072,1042.1447393186525,171.19254658385094,1250.5403726708075,110.03274985883681,604.9378881987578,130.08036890645587,258.3931865236213,78.70769809900244,208.39563335215507,9502.707509881422,3.0072040645934783,-1.91541140107203,191.21026483589563,blbw,10.6666666666667,83,957.5,FALSE,-77.4940754,41.5535257
S71399118,1131.4306642584788,173.0288982540638,1347.310856913506,114.36062612883805,897.3750752558699,172.49528396548266,282.48364439092916,104.10455548866145,215.88019265502726,7128.4087898856105,12.99935558430049,-1.9070184009119036,211.11254477368945,blbw,7.91666666666667,8,250,FALSE,-77.9621465,39.0164791
S37656998,1027.7417654808958,116.51458686241294,1267.9422172030868,107.3218520609825,495.08808582721616,123.04592508940333,259.5290796160361,79.83568605307734,240.20045172219102,7381.068887634104,2.3522049695733753,-14.857451237375686,185.08138324530623,blbw,7.73333333333333,7,250,FALSE,-78.1331371,42.4384123
G3375710,1084.832196969697,140.71969696969697,1225.615909090909,118.0306818181818,620.7833333333333,129.01344696969696,251.6566287878788,75.26344696969697,140.78371212121215,9524.785795454543,3.5205690051613856,4.283329414530918,185.7384470662016,blbw,8.08333333333333,42,250,FALSE,-76.6099234,41.4367246
S30367082,1095.3271221532088,139.4308300395257,1248.2540937323547,121.0239036325993,531.5014116318464,131.96687370600415,252.46132128740823,78.20722755505363,152.92697157914586,8476.194805194804,6.415505171443016,10.3643498193403,182.84728374912567,blbw,7.86666666666667,10,250,FALSE,-75.8800241,41.9623802
G8636816,1109.3133293721526,197.05486234897998,1390.4081996434938,106.48643295702118,589.6991483462072,175.53495741731032,298.7900574371162,118.75222816399285,281.0948702713413,6205.445632798574,2.2570774765138504,0.46617451288878153,196.0877058443654,blbw,8.6,11,250,FALSE,-77.787262,39.596239
G8595834,1169.8633468442385,175.5985331017178,1285.4381393553367,138.6400308820691,551.8013896931094,146.5537541015248,264.6537348002316,86.99073537927042,115.57479251109817,7768.913723219456,8.52945006470444,-28.89980991604625,200.92958136955917,blbw,13.9,42,250,FALSE,-76.123184,40.7838619
S91433904,1177.5610825233468,165.61139698875547,1274.6887745378313,133.1831522774919,791.9144272917858,144.39927577663428,265.64150943396226,85.6718124642653,97.12769201448441,8893.38936535163,2.8310772654829877,-12.040564443221571,192.33914957164197,blbw,14.35,10,250,FALSE,-74.6945686,41.279676
S113967430,1101.4889807162535,148.33156237701692,1326.2131050767414,115.22333726879182,479.83392365210545,148.90554899645812,277.749901613538,95.2461629279811,224.72412436048785,8134.865407319953,4.483065079981752,3.4014979482889127,197.76280774440278,blbw,11.0166666666667,39,643.5,FALSE,-79.0701863,40.4209048
S115658077,1134.7418630751963,149.89300411522632,1294.8103254769924,117.71492704826038,683.2809577254021,149.49644594089037,268.51365506921064,91.53497942386832,160.06846240179607,9654.670033670032,5.6999355210064175,4.091595918685255,183.86329478643458,blbw,8.25,15,250,FALSE,-74.2979085,41.8391337
S90586017,1087.8364745011086,228.50443458980044,1251.2158167036216,114.26829268292683,531.2049150036954,134.96249076127128,253.93403547671844,76.62860310421287,163.37934220251304,7800.305986696232,9.440134503259484,-12.07519839741121,173.00763005780342,blbw,7.36666666666667,12,425.5,FALSE,-76.226201,42.482433
S113372366,1085.0352545058431,186.5397108338285,1364.8795801148747,104.34620716973659,423.07149930679344,160.32283620518916,285.285403050109,104.95325807090514,279.84432560903156,6320.562998405105,4.8538217971474324,4.225218397223661,196.3879912228206,blbw,13.3666666666667,83,877,FALSE,-79.9832339,40.3417512
S30711682,1059.2916174734357,60.439787485242036,1401.9746162927981,111.04506099960645,350.5942542306179,170.5155450609996,290.18142463597013,120.88980716253445,342.6829988193624,6367.713105076742,4.091174829467652,-5.999201437412661,193.82775559105437,blbw,16.9,95,250,FALSE,-76.721168,40.272559
